place,water_tap_id,lat,lon
Kesklinna Põhikool,163,59.43391465,24.747243888608523
Keskpuiestee 38 hoone veetorustik,692,59.355213,26.98160276
Kesktee tn,671,59.4916639,24.8536763
Keskuse 6 elamu,587,59.400534500000006,24.679588516634695
"Keskuse kinnistu, Pauastvere küla",1473,,
Keskuse pumpla,1044,59.24418075,25.683592484702316
"Keskuse tee 6, Koikküla",265,59.0221326,24.7642109
"Keskuse tee 6, Kõima",724,59.0221326,24.7642109
Kevade 6,306,59.381833,28.1834615
Kia Auto,306,44.8624243,20.3524278
Kihelkonna Põhikooli söökla,538,,
Kihlepa 12-krt elamu,723,,
Kihlepa JU Metall,723,,
Kihlepa Rahvamaja,723,58.3969715,24.2402765
Kihlepa elamu,723,,
Kihlepa pumplast väljuv,723,,
Kihlevere elamu,1001,,
Kihlevere kauplus,1001,,
Kihnu kool,741,,
Kihnu kooli pumplast väljuv vesi,741,58.133575,23.982641341389503
Kiia PK 673 (reservis),1090,,
Kiia veevärk,1090,,
Kiigemetsa pumbamaja peale puhastusseadet,328,,
Kiikla Rahvamaja,674,,
Kiikla elumaja,674,,
Kiikla klubi,674,,
Kiikla pumbajaam,674,,
Kiili Gümnaasium,1349,59.3032087,24.840787001708534
Kiili Lasteaed,1349,59.30257905,24.83578145214639
Kiili Lasteaed moodulmaja,1349,59.30257905,24.83578145214639
Kiili Lasteaed väike maja,1349,59.30257905,24.83578145214639
Kiili VTJ,1349,,
Kiiu Kiigepõnni Lasteaed,1029,,
Kiku küla veevärk,1714,59.3028708,26.088091928769522
Kildu ratsakeskuse-külalistemaja köögist,585,,
Kilingi-Nõmme Gümnaasium,1284,58.1508765,24.95257134464527
Kilingi-Nõmme Lasteaed Krõll,1284,58.14764995,24.958011393475296
Kilingi-Nõmme veetöötlusjaamast väljuv vesi,1284,,
"Killustiku 10, Rakvere linn",871,59.4276667,24.796162450000004
Kiltsi Mõisa kool,907,59.09940555,26.195985413471014
Kiltsi mõisa puurkaev,907,59.09940555,26.195985413471014
Kindluse I  (ülemine),1090,59.3471472,26.350562
Kindluse II (alumine),1090,59.3471472,26.350562
Kinnistu peakraan maja köögis,1949,,
Kinnistu Äksi tee 5,992,,
Kirikaia tee,1353,59.5038068,24.9066375
Kirikuküla Pokardi elamu,264,57.99883985,25.896674499999996
Kirikuküla Pokardi pumbajaam peale veetöötlust,264,57.99883985,25.896674499999996
Kirikumõisa korterelamu,1411,,
Kirikumõisa pumplast väljuv vesi,1411,,
"Kirikumõisa tee 5, Hargla küla",267,59.3756029,25.1881471
Kirivere Põhikooli köögist,462,,
Kirna mõis,866,58.914022,23.892347389937107
"Kirsi 34, Pärnu",172,59.4375984,28.06584584901011
Kirsiveski VTJ peale filtrit,654,,
"Kitse 2b, Pärnu",172,58.392644000000004,24.479867199999994
Kivi - Roosi puhkemaja köögi kraan,2096,60.33925115,27.512026958794955
Kivi tn 4b,1102,45.0377059,35.374391
Kivi-Sepa puurkaev-pumpla,2191,,
Kivi-Vigala ( puurkaev ),689,58.716967749999995,24.362443567804604
Kivi-Vigala Vallavalitsus ( Sääla tee 8 ),689,,
Kivi-Vigala kool,689,,
Kivi-Vigala kool (I korruse WC ),689,,
Kivi-Vigala lasteaed (I korruse WC ),689,,
Kivi-Vigala puurkaev pumpla II aste,689,,
Kivila 42,306,59.4469007,24.875474475000004
Kivilinna kohvik,276,,
Kivisalu põik 6,839,59.2955801,24.6494053
Kiviõli 1. Keskkool,692,59.3306255,26.95213295543072
Kiviõli Keemiatööstuse söökla,622,,
Kiviõli VPJ,692,,
Kiviõli Vene Gümnaasium,692,59.359784000000005,26.98589118073814
Kiviõli keemiatööstuse administratiivhoone,622,,
Kiviõli lasteaed Kannike,692,59.3621348,26.9791525
Kiviõli tee 8 köök,693,59.3674766,26.9764256
Klooga kool,1216,59.319921,24.233498829842933
Klooga lasteaed,1216,59.31942655,24.249344890685787
Kloogaranna noortelaager,1788,,
Kloostrimetsa tee 52,1236,59.467425,24.8495101
Kod Margit Vaiknurm elamu köögi kraan,1205,,
Kod. Merike Võsa köögikraan,1313,,
Kodade Puhkemaja,2076,,
Kodijärve Hooldekodu köök,295,58.183013,26.550996126190476
Kodijärve Hooldekodu pumpla - peale filtreid,295,58.183013,26.550996126190476
Kodila lasteaed,368,,
Kodila pumbamaja väljavool,368,,
"Kodukaku 5, Kakumäe",1309,59.270872999999995,26.44215325
Koeru keskkool,448,58.9614653,26.018499115427133
Koeru lasteaed,448,58.959185000000005,26.018638023076925
Kohala SF farmi piimaruum,1337,,
Kohala küla elamu,1337,59.41298665,26.51765429595625
Kohala küla pumbajaam,1337,59.41298665,26.51765429595625
"Kohatu veevärk, trass",1299,,
Kohila Gümnaasium,875,59.16803215,24.755788983102523
Kohila Hageri kauplus,881,59.1610063,24.65225583002447
Kohila Lepaluku veetöötlusjaam,875,59.1614173,24.7556668
Kohila Sutlema lasteaed,880,59.1751146,24.6462517
Kohila Turvakeskus Katikodu köök,888,,
Kohila lasteaed Männi,875,59.17296385,24.75176530438637
Kohila lasteaed Sipsik,875,59.17296385,24.75176530438637
Kohila lastehoid Triinu -Taavi,875,,
Kohtla-Järve Ahtme Gümnaasium,747,59.3289416,27.4220282
Kohtla-Järve Ahtme Põhikool,747,59.3289416,27.4220282
Kohtla-Järve Gümnaasium,163,59.4053227,27.289033451215474
Kohtla-Järve Järve Kool,163,59.4025488,27.2880288
Kohtla-Järve Järve Vene kool,163,59.4025488,27.2880288
Kohtla-Järve Kesklinna põhikool,163,,
Kohtla-Järve L/A Buratino,163,,
Kohtla-Järve L/A Lepatriinu,163,,
Kohtla-Järve Lastekodu,163,,
Kohtla-Järve Maleva Põhikool,747,59.3262449,27.4250408
Kohtla-Järve Slaavi Põhikool,163,59.4056443,27.29112992734491
Kohtla-Järve Spordi- ja Tervisekeskus,163,59.3957404,27.2571752
Kohtla-Järve Spordikeskuse siseujula tarbija kraan,163,,
Kohtla-Järve Tammiku Põhikool,747,59.3378168,27.4013949
Kohtla-Järve Wiru Spordikeskus,163,59.39756405,27.27653413847697
Kohtla-Järve lasteaed Tareke,747,59.40387535,27.290318679681405
Kohtla-Nõmme Kool,165,59.3547946,27.192977767956393
Kohtla-Nõmme Lastekodu köök,165,59.3556102,27.1855127
Kohtla-Nõmme VTJ,165,,
Kohtla-Nõmme asula,165,,
Kohvik Bogapott,306,,
Kohvik Cafe Tipo,341,59.4368014,24.7457404
Kohvik EYJA (Pronksi tn 19),306,,
Kohvik Gahwa kontrollkraan,1034,58.9981164,22.748266
Kohvik Oivaline,306,,
Kohvik Roterdam,562,41.3279837,19.8099752
Kohvik Soopärl,654,57.8292158,27.0102616
Kohviku maja köögi kraan,1638,,
Kohvitoa kraan,1663,,
Koidu 114-8,306,59.3034953,24.4300789
Koidu 64,306,59.4273351,24.7312002
Koidu 73-(49),939,59.4202769,24.7424553
Koidu tee 36,951,59.3452552,24.5944908
"Koidu tn 8, Kohvik Maria",939,59.3697375,27.579232114130434
Koidula maantee piiripunkt,1379,,
Koidula maanteepiiripunkti köögikraan,1379,,
Koidula raudteejaama köögikraan,1379,,
Koigi elamu,672,,
Koigi eramu,672,,
Koigi kooli söökla,672,58.786882000000006,25.721809194805196
Koigi põhikool,672,,
Koikküla Raamatukogu,265,57.694954,26.2714121
Koksvere Sõnajala eramu,461,58.630074,25.652256719509822
Koksvere küla elamust nr.40,461,58.63102165,25.639763593883664
Koksvere seltsimaja,461,,
Kokõ Külalistemaja,801,,
Kolga -Jaani Kool,527,58.531011649999996,25.94736328934964
Kolga -Jaani Põhikool,527,58.531011649999996,25.94736328934964
Kolga lasteaed,1031,59.49195185000001,25.61403433465746
"Kolga-Aabla küla, Vesilinnu talu",1240,59.56601215,25.54082138107279
Kolga-Jaani Lasteaia köögist Aia tn.1,527,,
Kolga-Jaani sotsiaalmaja,527,,
Kolkja Põhikool,304,,
"Komsi kodu, Lõuna Eesti Hooldekeskus AS",261,,
Komsi küla elamu nr.2,261,58.6332401,23.63007340565018
"Komsi puurkaev-pumbamaja, peale filtreid",261,,
Kontor,1092,9.21667,37.38333
Kontrollkraan Heltermaa sadama hotellis,1026,,
Kontrollkraan Putkaste pumplas,1316,,
Kontrollkraan baaris (Kärdla lennujaam),1203,,
Kontrollkraan hoone uues osas,1351,,
Kontrollkraan katlamajas peale puhastit,1351,,
Kontrollkraan köögiblokis,1969,,
Kontrollkraan köögis,1333,,
Kontrollkraan köögis,1351,,
Kontrollkraan köögis,1371,,
Kontrollkraan köögis,1623,,
Kontrollkraan köögis,1968,,
Kontrollkraan köögis,2107,,
Kontrollkraan pumplas,1035,,
Kontrollkraan pumplas,1206,,
Kontrollkraan pumplas,1208,,
Kontrollkraan pumplas (võitsehh),1205,,
Kontrollkraan pumplas peale hüdranti,1198,,
Kontrollkraan pumplas peale hüdrofoori,2084,,
Kontrollkraan pumplas peale puhastit,1024,,
Kontrollkraan sadama kail,1358,,
Kontrollkraan saunas,1371,,
Kooli 11,675,58.378136,26.70824882757497
Kooli 17 kortermaja,703,59.40278605,24.943162000255818
Kooli 7 eramu,1225,59.44054405,24.743209209951587
Kooli köögist,768,,
Kooli liitumispunkt,1136,,
Kooli mü,1027,,
Kooli tn 12a,1232,58.758144,24.946045
Koonga kool,705,,
Koonga lasteaed,705,,
Koosa lasteaed,345,,
Kopli Lasteaed,306,59.457035149999996,24.67921037807359
Kopra tee,1420,59.4607296,24.9088321
Kopra turismitalu köök,439,,
Korterelamu,370,58.2661495,26.46896522483316
Korterelamu,829,58.2661495,26.46896522483316
Korterelamu,1190,58.2661495,26.46896522483316
Korterelamu,1938,58.2661495,26.46896522483316
"Korterelamu, Uus tn 10- 2",1390,,
Korteriühistu Mulla 8,306,,
Korteriühistu Pae 68/78,306,,
Korteriühistu Paplite pst 9,341,,
Korteriühistu Pelguranna 51,306,,
Korteriühistu Vilde tee 102,306,,
Korteriühistu Vilde tee 91,306,,
Korteriühistu Õunaaia,593,,
Kortermaja,841,59.363555649999995,25.07903539497957
Kortermaja,843,59.363555649999995,25.07903539497957
Kortermaja,922,59.363555649999995,25.07903539497957
Kortermaja,926,59.363555649999995,25.07903539497957
Kortermaja,1145,59.363555649999995,25.07903539497957
Kortermaja,1155,59.363555649999995,25.07903539497957
Kortermaja,1522,59.363555649999995,25.07903539497957
Kortermaja,2459,59.363555649999995,25.07903539497957
Kortermaja Jaama 3,838,,
Kortermaja Noole tn 7,306,,
Kortermaja nr.1,249,,
Kortermaja nr.2,249,,
"Kortermaja, Aretuse 7",385,,
Koru VTJ,1092,,
Kose Gümnaasium,978,59.185265,25.1641258
Kose Kultuuri- ja Hariduskeskus,978,,
Kose Lasteaed,978,59.45803805,24.846437789454093
"Kose VTJ, trassis väljaminev",978,,
"Kose alevik, Karikakra 15",654,59.18011945000001,25.167893195255306
Kose pumbjaam,759,,
Kose tänav,1218,59.183461,25.175485318840582
Kose-Uuemõisa Lasteaed,979,59.2047855,25.099048357405138
Kosejõe kool,980,,
Kosenõmme tee 19 tankla,931,,
Kosmonautika Puhkekeskus,1451,,
Kosmos IMAX,306,59.4280233,24.744009855605693
Kostivere Lasteaed,824,59.42676965,25.09320526365773
Kostivere kool,824,59.42450705,25.093298751915164
Kotka Selver,306,59.4203775,24.7292365
Kotka noortelaagri söökla kraan,1814,59.547104000000004,25.7468167840909
Kraan enne filtreid,453,,
Kraan enne villimist,453,,
Kraan enne villimist,2430,,
Kraan peale filtrit,593,,
Kraan peale filtrit,797,,
Kraan peale filtrit,852,,
Kraan peale filtrit,1428,,
Kraavi 2 hoone veetorustik,421,58.35343065,26.71011822521941
Krabi korterelamu,627,,
Krabi Õpilaskodu,627,,
Krantsi kõrtsi tall,1230,,
Kreuksi tn puurkaev,165,,
"Kreutzwaldi tn, Türi",371,59.4365181,24.7691036
Kreutzwaldi tn. 1- vallamajast,506,59.4365181,24.7691036
Krevetitsehh,770,,
Kriilevälja,300,58.88499925,25.602819247045318
Kristiine Keskus,306,59.4266516,24.724124767587547
Kroodi Karpkala STP pumpla,2420,,
Kroodi Karpkala STP pumpla,2432,,
Kroodi Piiri tee STP,2420,,
Kroodi järveääre piirkonna eramaja,2432,,
Kroodi kinnistu,670,,
Krooning tankla,1299,59.4128113,24.9197679
Krootuse Hooldekodu,565,58.073280800000006,26.83277206956295
Krootuse Lasteaed,565,,
Krootuse Põhikool,565,58.072227999999996,26.84247308283374
Kubija SPA aurusauna duššist,654,,
Kubija SPA naiste dušširuumist,654,,
"Kubija hotell,Erki Noole sviit",654,,
"Kubija hotell,presidendi sviit",654,,
Kubija hotell-Männiku 43A,654,57.814914099999996,27.007773241889822
Kudina Tankla OÜ kaupluse kraan,322,58.67208625,26.69574642956141
Kudruküla,177,59.442638,28.0907833
Kuhja tn 7,1110,59.43231,24.6068316
Kuimetsa Spordihoone,914,59.0446155,25.118351495149636
Kuimetsa VTJ väljuv vesi,914,,
Kuimetsa kauplus,914,58.950242,25.265098797670642
Kuimetsa keskuse ridaelamu krt 4,914,,
Kuivajõe Sepa 4-4,986,59.1785435,25.1012135
Kuivajõe Sepa 4-8,986,59.1785435,25.1012135
Kuke Turismitalu,1662,,
Kukerpuu 14 kortermaja,904,59.5198785,24.8085364
Kukerpuu kortermaja,904,,
Kukruse küla proovivõtukraan,193,59.3986675,27.382510212243744
Kuldala tee TH,991,59.4011993,24.8018378
Kuldkaru mõisa,1807,,
Kuldnoka 2 Aespa alevik,2678,59.421397999999996,24.6977595474537
Kuldnoka 28,306,59.42003045,24.703997549999997
Kuldre kool,591,57.893195,26.501334142487046
Kulina lasteaed,1312,,
Kulinaariatsehh (proovivõtukoht nr. 2),389,,
Kulinaariatsehh (proovivõtukoht nr. 3),389,,
"Kulla 19, Pärnu",172,58.415220000000005,24.489877765625003
Kullamaa VTJ (väljund),1144,,
Kullamaa kool,1144,58.879517699999994,24.078449917010875
Kulli küla elamu,2068,58.37042675,23.80384896318847
Kulli küla pumpla,2068,58.37042675,23.80384896318847
Kunda Konsum,939,59.5029303,26.50353931420765
Kunda Lasteaed,939,,
Kunda Mäe 20,939,59.5012163,26.5182019
"Kunda Südamekodu, Ehitajate 3",939,,
Kunda Ühisgümnaasium,939,59.5006584,26.51271767038617
"Kunda, Mäe 12-31",939,59.5012163,26.5182019
Kungla 1,602,58.36661655,26.713599335139506
Kungla pumpla,872,,
Kuninga talu köök,1664,,
"Kuperjanovi 1, Põltsamaa linn",277,58.37674665,26.71486810816628
Kuperjanovi jalaväe pataljoni söökla,797,,
Kure Vilivere küla,2678,59.2142284,24.7086433
Kurekella RVP juures TH nr 413,1303,,
Kureküla elamu nr 3,353,,
Kureküla küla keskus,353,58.2708868,26.1756958
Kuremaa Lasteaed-Algkool,324,,
Kuremaa Metsa tn 2 elamu,324,58.7340497,26.5423646
Kuremaa asula ühisveevõrk peale filtrit,324,,
Kuremaa kauplus COOP,324,58.783191,26.4987025
Kuremaa ujula kraanivesi,324,,
Kuremäe 4,754,59.1934616,27.54337875
Kuremäe VP väljuv,1319,,
Kuremäe algkooli veevärk,275,,
Kuremäe tee 18,1319,59.3185514,24.9501218
Kuressaare Haigla ujulasse sissetulev vesi,387,58.2513843,22.4719199
Kuressaare Reoveepuhastusjaam,387,,
Kurgjärve Spordibaas,769,57.7239309,27.0254753
Kuri küla elamu kraanist,1694,58.95163275,22.92494405860955
Kuri pumpla trassikraan,1694,,
Kurista Lasteaed Karukell,326,,
"Kurista küla pumbamaja, peale filtrit",326,58.2572567,26.991017602286647
Kurista küla puurkaev-pumpla peale filtrit,326,58.2572567,26.991017602286647
Kuriste Haridusseltsi Hosteli kontrollkraan söögitoas,2073,,
Kursana Eesti OÜ Merivälja Pansion,336,59.48768975,24.851390867710276
Kursana Eesti OÜ Merivälja Pansion,348,59.48768975,24.851390867710276
Kursana Merivälja Pansion,348,59.48768975,24.851390867710276
Kursi küla pumbamaja,1920,59.4366028,25.504315570335542
Kursi küla veevärk,1920,59.4366028,25.504315570335542
Kurtna 14,753,59.27038125,27.515516001863816
Kurtna Kool,857,59.2308237,24.720428386930124
Kurtna Kool lasteaed dušš ujula dušruumis,857,59.2308237,24.720428386930124
"Kurtna Kool lasteaed parema poole,kõige kaugema rühma kraan",857,59.2308237,24.720428386930124
"Kurtna Kool lasteaed vasaku poole,kõige kaugema rühma kraan",857,59.2308237,24.720428386930124
Kurtna VTJ,753,,
Kurtna VTJ,857,,
Kuru Puhkemajade köök,1809,,
Kuru Villa köök,1796,58.99564565,27.267440791706964
Kuru rannamaja köök,1797,58.997574,27.27637918239595
Kuru villa veevarustus,1796,58.99564565,27.267440791706964
Kurvi VTJ väljund,988,,
Kutimuti Noortelaager,1355,,
Kuuda Hooldekodu köök,883,,
Kuuda Hooldekodu puurkaev,883,,
Kuuma 9,336,60.8266549,23.710025378555542
Kuusalu Eakate Kodu,1028,,
Kuusalu Keskkool,1023,59.4512168,25.41905810889539
Kuusalu küla 18437 puurkaevu pumpla,1032,59.463039949999995,25.44152541632999
"Kuuse 43, korterelamu",1092,58.93614805,23.558365007123253
"Kuuse tn 136 hüdrant, Põltsamaa linn",277,58.6578481,25.974164
Kuuse tn. VTJ,1092,58.6578481,25.974164
Kuuse tänava TH,1225,,
Kuusekännu Ratsatalu puhkemaja köök,1793,,
Kuusiku eakate kodu Villa Alfred,361,,
Kuusiku lasteaed,361,,
Kuusiku loodustalu köök,1761,,
Kuusiku pumbamaja väljavool,361,58.416809,26.78694975
Kuutsemäe Puhkekeskuse köök,189,,
Kuutsemäe pumbamaja - pärast filtrit,189,,
KÜ Kaalepi,1189,,
KÜ Kaseke,1167,,
KÜ Sandla Mõisa elamu,777,,
KÜ Särevere peamaja,1017,,
KÜ Vägeva tee 43,991,,
Käbala talu köök,1773,,
Käbikuivati p/k veevärk,1928,,
Käina Gümnaasium,1316,,
Käina Lasteaed,1316,58.705136,22.599922053184642
Käina Spordikeskus,1316,,
Käina aleviku elamu,1316,,
Käina puhasti veetrassi kraan,1316,58.784456500000005,22.706315999999994
"Kännu kohvik, Riia mnt 215",172,58.3652713,24.5562776
Käravete aleviku elamu,647,,
Käravete elamud Ambla tee,647,,
Kärbi 14 elamu,1906,59.363668000000004,24.6471125
Kärde küla veevärk,1722,58.85049615,26.220463211197092
Kärde trassivesi,1722,,
Kärdla Lasteaed kontrollkraan köögis,1034,,
"Kärdla Nõmme pk., peale II astet",1034,58.98533785,22.711194807311216
Kärdla Põhikool,1034,58.9984509,22.7507751
Kärdla Põhikooli Kõpu õppekoht,1198,,
Kärdla Sotsiaalkeskus,1034,,
Kärdla Sotsiaalkeskus Kõrgessaare mnt 2 kontrollkraan köögis,1034,,
Kärdla lasteaia Vabriku väljaku köögi kontrollkraan,1034,,
Kärdla tankla kontrollkraan,1034,58.9945465,22.7440555
Kärdla Ühisgümnaasium,1034,,
Kärkna 2-5,367,58.46451625,26.64433292596385
Kärkna elamu,367,,
Kärla spordihoone söökla,567,,
Kärstna Kooli köögist,522,58.145532599999996,25.80385298516171
Kärstna LASTEAED,522,,
"Kärstna, peale veepuhastusseadet",522,,
Käru Elamute puurkaev pumpla. Peale filtreid,808,,
Käru Elamute puurkaev pumpla. võrkuminev,808,,
Käru Hooldekodu,808,,
Käru lasteaed - kool,808,,
Käsmu Neeme pumpla,1769,59.6012245,25.9190286
Käsmu Neeme tee,1769,59.6012245,25.9190286
Käsmu kalmistu vesik,1157,,
Käsmu küla veevärk,1157,59.6034621,25.896748927727636
Käsmu rahvamaja,1157,,
Käsmu veetöötlusjaam,1157,,
Käsukonna küla elamu,637,58.7967891,25.76068906896333
"Kääpa küla, Sooja kinnistu uus puurkaev trassi minev vesi",432,58.68839635,26.82777185263061
Kääpa sotsiaalkeskus,608,,
Kääriku Puhke- ja Spordikeskuse köök,225,,
Kääriku Spordikeskuse hotelli baar,225,,
Kääriku pumbamaja,225,,
Kõima pumplast väljuv vesi,724,,
Kõima suur kortermaja,724,,
Kõmsi Algkool-Lasteaed,1228,,
Kõmsi pumpla,1228,,
Kõo Lasteaia Tähekild  köögist,460,,
Kõo Vallamaja,460,58.6327869,25.728073253909244
Kõpu Hooldekodu köögist,490,,
Kõpu Kool köögist,490,58.9063072,22.217933
Kõpu Lasteaed,490,58.3273935,25.301443688536878
Kõpu Põhikool köögist,490,58.3186193,25.3075162
Kõrtsialuse küla,183,59.4435351,26.865740364807735
Kõrveküla Lasteaed Päikeseratas,276,58.4246281,26.7598811189175
Kõrveküla Lasteaed Päikeseratas ujula dušši kraan,276,58.4246281,26.7598811189175
"Kõrveküla lasteaed  Päikeseratas, rühm Lepatriinu",276,58.4246281,26.7598811189175
"Kõrveküla lasteaed  Päikeseratas, rühm Sipelgad",276,58.4246281,26.7598811189175
Kõrveküla vallamaja,276,,
Kõrvelaane Turismitalu saun-suvemaja,1736,,
Kõrvemaa Matka - ja Suusakeskus,1786,59.317876299999995,25.652663037642988
Kõue Mõis,1779,,
"Köie-Laatsareti püstik, Pärnu",172,,
Köögi kraan,1613,,
Köögi kraan,1614,,
Köögi kraan,1619,,
Köögi kraan,1620,,
Köögi kraan,1622,,
Köögi kraan,1625,,
Köögi kraan,1627,,
Köögi kraan,1628,,
Köögi kraan,1634,,
Köögi kraan,1636,,
Köögi kraan,1822,,
Köögi kraan,2463,,
Köögikraan,2426,,
Kööginurga kraan,1647,,
Kööginurga kraan,1649,,
Köögiviljade ettevalmistamise ruum,346,,
Köögiviljade ettevalmistamise ruum K25,346,,
Köök,1666,59.4404418,24.7478962
Kükita kohviku köök,1010,,
Külakeskus,1522,59.2229776,24.592455801289248
Külalistemaja Kadrina Mõis köök,1360,,
Külalistemaja Katarina köök,491,42.9241771,17.1660041
Külalistemaja Meretare köök,1767,,
Külalistemaja Varjula OÜ,703,,
Külalistemaja köögi kraan,1823,,
Külalistemaja köögi valamu,1584,,
Külalistemaja köögi valamu,1630,,
Külalistemaja köögist,1690,,
Külluse 29,1349,59.3286109,24.774385991685477
Külmhoone,584,58.3675279,26.7196921
Külmutustsehh (proovivõtukoht nr. 5),389,,
Küti Gurmee köök,2457,,
Küti küla Aravuse tee 8-4,1368,58.960698300000004,25.849102968593932
Küti küla Aravuse tee 8-5,1368,58.960698300000004,25.849102968593932
Küttejõu 16/18,692,,
Küttejõu tänavakraan,692,,
L/a Kakuke,747,,
L/a Mesimumm,163,,
L/a Punamütsike,747,,
L/a Rukkilill,747,,
L/a Rukkilill (mitte kasutada),781,,
L/a Tuvike,750,,
LA Punamütsike,654,,
"LA Punamütsike ""Libilikas"" rühmaruum",654,,
LA Punamütsike direktori kabinet,654,,
LA Punamütsike ujula dušš,654,,
"LA Rõuge ""Lepatriinu""nõudepesuruum",496,48.283710299999996,0.7055390121485008
LaSpa,1136,30.2856734,80.2021528
Laagna Kaubanduskeskus,306,59.4398847,24.8305639
Laagna hotelli köök,568,59.3895192,27.9787834
Laagri Lasteaed,341,59.3533415,24.610047476822253
Laagri Tervisekeskus,1092,59.35098485,24.62226490736392
Laagri kool,1092,59.3500631,24.617368529381068
Laagri lasteaed (mitte kasutada),306,59.3533415,24.610047476822253
Laagri paak,341,,
Laagri puhkeplats,1095,,
Laane tänav 8,654,58.76953,24.810798246031744
Laanelinnu Lasteaed,1353,,
Laatre Mini-Market,229,,
"Laatre Sotsiaalmaja, Pargi tn 4, majasisendi kraan keldris",229,,
Laatre kontor,229,,
Laatre pumbamaja peale veetöötlusseadmeid,229,,
"Labaratoorium, proovivõtukoht nr 2",287,,
Labor,581,44.6129697,1.0230515
Laekvere aleviku veevärk,1221,,
Laekvere lasteaed,1221,,
Laeva kauplus,284,58.487587500000004,26.37975102207155
Laeva kool,284,58.3273852,24.287282852342543
Laeva küla keskus,284,58.48823995,26.380989304118394
Laeva küla keskuse köök,284,58.48823995,26.380989304118394
Laeva küla proovivõtu kraan peale veetöötlust,284,58.48823995,26.380989304118394
Laeva lasteaed,284,58.327032599999995,24.287044415589243
Lagedi Keskusehoone,1225,,
Lagedi põhikool,1225,59.40132255,24.943867669558234
Lagle pst. 3,306,59.4187156,24.7275602
Lahe põik 5 veesõlm,1249,59.6276834,25.689348
Laheotsa Otimäe köök,1400,,
Laheranna elamupiirkond,1725,,
Lahmuse Kooli köögist,455,58.562754999999996,25.36618150000002
"Lai 17 elamu, Pärnu",172,55.9068276,21.0557696
Laiaküla rõhutõstepumpla,1353,,
Lainela puhkeküla söökla,1111,59.608337,25.9184593
Laitse lasteaed,1297,59.1972385,24.392612948966317
Laitse loss,1297,59.19648,24.3879767
Laitse puurkaev,1299,,
Laitse veevärk,1297,,
Laiuse Keldri tn Petkuse pumbamaja peale filtrit,325,,
Laiuse Lasteaed,325,,
Laiuse Põhikool köök,325,58.783199499999995,26.497032531666296
"Laiuse Põllu tn õpetajate pumbamaja, peale filtrit",325,58.7808442,26.5011027
Laiuse alevik kauplus COOP,325,58.78670505,26.495625608462205
Laiuse trass,325,,
Laki Auto,306,49.8856746,19.488858694365387
Lammasküla puurkaev,1936,,
Lammasmäe Puhkekeskuse köök,1818,,
Lasila Põhikooli köök,1073,,
Lasila lasteaed,1073,,
Lasnamäe Gümnaasium,306,59.43748765,24.822637409944175
Lasnamäe Medicum,306,59.43709645,24.84707424496945
Lasnamäe Tervisemaja,306,59.4205408,24.8065429
Lasteaed,926,59.3405487,26.1351991
"Lasteaed ""Terake""",844,59.30288325,24.67070351230452
Lasteaed Helepunased purjed,630,,
Lasteaed Jaaniussike,630,,
Lasteaed Jaaniussike söökla,630,,
Lasteaed Jussike,1028,59.44326925,25.42593837216352
Lasteaed Karuke,163,,
Lasteaed Kelluke,306,59.4476772,24.736038832396915
Lasteaed Kivike,276,58.38507425,26.733170550054652
Lasteaed Lastetare,1232,59.33086415,25.33469671431238
Lasteaed Lepatriinu,1232,59.422827999999996,24.704050476117345
Lasteaed Maasikas,306,59.4543369,24.67758735431781
Lasteaed Mai,172,58.369287799999995,24.536882918719783
Lasteaed Mesipuu,306,59.453363800000005,24.689654344776716
Lasteaed Miki köök,1213,59.3084416,24.41598131879349
Lasteaed Mõmmila,1233,,
Lasteaed Naeratus,306,59.45197655,24.696356928251053
Lasteaed Naerulind,1038,59.35139135,24.058028416123165
Lasteaed Narva  mnt 24/1,309,59.37642805,28.184112752505364
Lasteaed Ojake,306,59.43474625,24.710212371389304
Lasteaed Päikseke,630,,
Lasteaed Pääsupesa,630,59.442570399999994,24.692315029250906
Lasteaed Pääsupesa söökla,630,59.442570399999994,24.692315029250906
"Lasteaed Pääsupesa, rühm  Sipsik",276,59.442570399999994,24.692315029250906
"Lasteaed Pääsupesa, rühm Õnnelapsed",276,59.442570399999994,24.692315029250906
"Lasteaed Pääsupesa, ujula dušš",276,59.442570399999994,24.692315029250906
Lasteaed Rukkirääk,306,59.44449005,24.70903578735745
Lasteaed Sipsik,1038,59.35553525,24.054743711363265
Lasteaed Sipsik,1213,59.35553525,24.054743711363265
Lasteaed Sõleke,654,57.8381228,27.0122849
Lasteaed Triinu ja Taavi  Muumi rühm,276,58.3739419,26.769755414594336
Lasteaed Triinu ja Taavi  Sipsiku rühm,276,58.3739419,26.769755414594336
Lasteaed Triinu ja Taavi  ujula dušš,276,58.3739419,26.769755414594336
Lasteaed Tõruke,990,59.35419085,24.903317039641877
Lasteaed Vigri kontrollkraan köögis,1024,,
Lasteaed Vikerkaar,1213,59.3123143,24.422759236793418
Lasteaed Väike Terake,839,59.41515375,24.643374504448605
Lasteaed-algkool,1101,59.544609,25.79990396977952
Lasteaia 14,1349,58.9534495,23.742932952830188
Lasteaia Muinasjutt köök,240,,
Lasteaia Päikseke köök,630,,
Lasteaia köögist,467,,
Lasteaia köök,1077,,
Lasteaia pumpla,990,,
Lasteaia tn hüdrant,1349,58.8932966,25.5703176
