place,water_tap_id,lat,lon
Paide lasteaed (Tallinna tn),300,58.88068335,25.54447427706309
Paide Ühisgümnaasium,300,,
Painküla tööstus,349,,
Paistu kauplus A ja O,501,58.2839573,25.5854256
Paistu kooli köögist,479,,
"Paisuotsa talu, Võidula",1326,,
Paju Pansionaatide köök,227,,
Paju talu,1522,58.536071500000006,23.62441124700957
Pajusaare tee 8,991,59.4038112,24.7953782
Pajusti Lasteaed,1310,,
Pajusti lasteaed,1307,,
Pakendamine,778,,
Pakendatud joogivesi,1352,,
Pakkimistsehh,770,,
Pala Lasteaed (A.Haava Pala Kool Lasteaiahoone),436,,
Palade Lasteaia kontrollkraan köögis,1034,,
Palade Põhikool,1034,58.96498555,22.844379495016824
Palade sigala pk trassikraan,1034,,
Palade veetrassikraan kaevus,1034,,
Palamuse Lasteaed Nukitsamees,316,58.682355799999996,26.577384178042326
Palamuse Vallamaja,316,,
Palamuse veesõlm V4,316,,
Paldiski Lasteaed Sipsik,1038,59.35139135,24.058028416123165
Paldiski Spordikeskus,1038,,
Paldiski VTJ,1038,,
Paldiski Vene Põhikool,1038,59.35114555,24.054825213778447
Paldiski mnt 225a,306,59.4279212,24.6736139
Paldiski mnt 23,1237,59.4279212,24.6736139
Paldiski mnt 31,1237,59.4279212,24.6736139
"Paldiski mnt 58, hüdrant T-1094",306,59.4279212,24.6736139
Paldiski Ühisgümnaasium,1038,,
Palivere Lasteaed,925,58.965360000000004,23.892824694714143
Palivere Põhikool,925,,
Palivere VTJ,925,,
Palivere söögituba,925,,
Paljandi 1 pumpla (Merirahu prk),1110,59.44077505,24.622911353289474
Paljassaare Sotsiaalmaja (Paljassaare tee 37),306,59.4620107,24.704513323629342
Pallase puhkemaja köögikraan,1758,,
Palmimaja,1236,59.387418499999995,24.654171455625885
Palmse mõisa Viinaköögi külalistemaja köök,1142,59.512767499999995,25.956221416570443
Palmse mõisa härrastemaja,1741,59.512767499999995,25.956221416570443
Palmse mõisa kõrts,1741,59.512767499999995,25.956221416570443
Paloma Papp AS Ihamaru,566,,
Palupera Põhikool,209,58.1156225,26.333358012023588
Palvemaja kinnistu,186,,
"Palvere P/J, trassi minev",985,,
Palvere VTJ enne veetöötlust,985,,
Palvere küla,985,59.20515425,25.24427698345272
Palvere tee,985,59.2067769,25.2574855
Panakeia OÜ (perearstikeskus),336,,
Pandivere Pansion,1022,59.0999993,26.194760496841262
Panga küla VTJ,842,58.5581187,22.310582163119342
Pangapealse Lasteaed,1045,59.45731105,24.457355619639205
Pannjärve Tervisespordikeskus SA,2398,59.28964055,27.558566488918395
Pansionaat Paide,300,58.8875769,25.56536526289056
Panther Teemaja söögikoht,272,,
Papiniidu 8/10,172,58.3701143,24.5511214
Papli kortermaja,1183,,
"Pardi 17b, Pärnu",172,58.374155,24.5201849625
Pargi 22,281,59.372583,24.676166000000002
Pargi maja (Pargi lasteaed),1353,59.50225045,24.8379625305246
Pargi prk (ei saa sisestada prk analüüsi prk alla),989,,
"Pargi tee 9 korterelamu, Tõrdu",1413,58.1571676,27.185271
"Pargi tn 1, Kiviõli",692,58.9218956,24.8732165
Pargi tn 15,271,58.9218956,24.8732165
"Pargi tn 5, Laatre alevik",229,58.9218956,24.8732165
"Pargi tn 9 hüdrant, Kiviõli",692,58.9218956,24.8732165
Pargi tänav,680,,
Pargi/Piiri ristmik,169,,
Pariisi puhkeküla-laager köök,1088,,
Park-Hotell Palmse köök,1142,59.5142651,25.955693364028768
Parksepa keskkool,515,57.903544749999995,26.985120429937375
Pastöriseerimise ruum,687,,
Patküla pumpla peale veetöötlusseadmeid,249,57.982397500000005,25.91103975
Pauastvere (Teedevalitsus),1500,,
Pauastvere - autopesula juures,1473,58.68011,26.022790700471706
Pauastvere küla (Teedevalitsus),1500,58.68011,26.022790700471706
Pauastvere küla (teedevalitsuse) töökaja puhkeruum,1500,58.68011,26.022790700471706
Pauastvere küla-sihtuuring 2015,1500,,
Pauastvere ülevaatuse juures,1473,,
Pauastvere-Võhmanõmme küla pumbamaja peale rauaärastusfiltrit,1473,,
Pauka Puhkemaja,1560,,
Paunküla Hooldekodu,1114,,
Paunküla spordibaas,1114,,
Peale UV 1 seadet proovivõtukraanist,286,,
Peale filtreid pumbamajast,435,,
Peale puhastusseadet,436,,
Peale puurkaevu filtreid,1941,,
Peale veepuhastuse seadmeid,297,,
Peale veepuhastuse seadmeid,1523,,
Peale veepuhastusseadmeid,175,,
Peale veepuhastusseadmeid,178,,
Peale veepuhastusseadmeid,185,,
Peale veepuhastusseadmeid,187,,
Peale veepuhastusseadmeid,199,,
Peale veepuhastusseadmeid,200,,
Peale veepuhastusseadmeid,202,,
Peale veepuhastusseadmeid,204,,
Peale veepuhastusseadmeid,206,,
Peale veepuhastusseadmeid,284,,
Peale veepuhastusseadmeid,290,,
Peale veepuhastusseadmeid,291,,
Peale veepuhastusseadmeid,298,,
Peale veepuhastusseadmeid,335,,
Peale veepuhastusseadmeid,350,,
Peale veepuhastusseadmeid,358,,
Peale veepuhastusseadmeid,367,,
Peale veepuhastusseadmeid,391,,
Peale veepuhastusseadmeid,395,,
Peale veepuhastusseadmeid,397,,
Peale veepuhastusseadmeid,432,,
Peale veepuhastusseadmeid,433,,
Peale veepuhastusseadmeid,596,,
Peale veetöötlust,257,,
Peale veetöötlust,1670,,
Peale veetöötlust Valma uus puurkaev,419,,
Peamaja köök (vana maja),1565,,
Peedu kool,291,,
Peetri Lasteaed-Põhikool (Põhja),991,,
Peetri aleviku Aasa tn elamu,2566,59.3562746,24.8948621
Peetri lasteaed,671,59.40116085,24.808262596755586
Peipsi Puhkemajade köök,1812,,
Peipsi puhkemajade veevärk,1812,,
Pelgulinna Selver,306,59.444828799999996,24.70044769075342
Pelgulinna Sünnitusmaja,306,59.43608065,24.70930640888988
Pelgulinna Sünnitusmaja (Lääne-Tallinna Keskhaigla üksus),306,59.43608065,24.70930640888988
Pelgulinna naistenõuandla,306,,
Pelguranna lasteaed,306,59.44517875,24.688718201986994
Peningi Poe tänava elamu,898,59.3356166,25.152613
Peningi Raasiku tee elamu,898,59.3325117,25.1567387
Peningi küla,898,59.32869755,25.161366073699178
Peningi küla pumpla,898,59.32869755,25.161366073699178
Perearsti ruumid,1144,,
Perearsti ruumid,1171,,
Perepubi,1123,,
Peri Põllumajanduslik OÜ kontor,384,,
Peri küla Mõisa tee 20-5,384,58.01667465,27.10576011489469
Peri küla Põlva Tarbijate Ühistu kauplus,384,58.01667465,27.10576011489469
Perila küla,897,59.2804457,25.213473234678265
Perjatsi majutusettevõte köök,1727,,
Permisküla Puhkeküla köök,1751,59.0886936,27.7854278
Pesumaja Saarmas,306,,
Peterburi tee 53 peahoone kontor,1776,59.4289623,24.8343932
Peterselli tee 14,882,59.4698499,24.966138
Pihla pumplast väljuv vesi,1375,,
Pihlaka,2565,57.652500450000005,26.817355664309492
Pihlaka 2 kortermaja,1585,59.374185600000004,24.71757195286711
Pihlaka Lasnamäe kauplus-kohvik,306,59.4229668,24.93161074766678
Pihlaka Säästumarket,341,,
Pihlaka mini-Rimi,341,59.372156149999995,24.716590431019416
Pihlaka paak,341,,
Pihlamari kontrollkraan köögis,1558,,
Pihtla Vallamaja,555,58.301082,22.707311
"Piibe 2-2, V.Kurapov",1934,58.9245672,26.195403730684603
Piibe tare (söögitare kinnistu),1717,,
Piigaste Pansionaat,559,,
"Piira küla, Neffi 2",871,59.33046745,26.40344832229372
"Piira küla, Õhtu tn 3",871,59.33046745,26.40344832229372
"Piiri 1, Kilingi-Nõmme",1284,62.2186531,34.268369024507635
"Piiri 4, Võsu",1156,60.3225043,29.572031853576856
Piiri Spordibaasi köök,257,,
Piiri paak,341,,
Piiri puidukoda,542,58.094461,25.536510172881357
Piistaoja Katsejaama tee 25,619,58.5371498,24.8927517
Piistaoja eramaja,619,,
Piistaoja kortermaja,619,,
Piistaoja pumplast väljuv vesi,619,,
Pika-Voolu paak,341,,
Pikakari rand,306,59.47374765,24.723801233069167
Pikasöödi 6,1265,59.4657195,24.400430610441767
Pikavere Lasteaed-Algkool,1295,,
"Pikk 16 püstik, Pärnu",172,59.4383619,24.7456935
"Pikk 76 elamu, Tapa",971,58.379401,26.740123500000003
Pikk tn,1176,57.7876961,26.0488026
"Pikk tn korterelamu, Pärnu",172,57.7876961,26.0488026
Pikk tänav 19A,654,57.7876961,26.0488026
Pikkjärve 4,1315,58.651741,26.557780635802473
Pikkjärve kortermaja,1315,,
"Pikkjärve pumpla, Asulatee 5, pärast veepuhastust",1315,,
"Pikkjärve, maja 4-7, Pikkjärve küla",1315,,
Pilistvere Hooldekodu köögist,459,58.6533,25.7390989
Pilistvere Rahvamaja,459,58.6624155,25.745758
Pilka tee 11,2099,58.4099008,26.8952008
Pilka tee 8,2099,58.4099008,26.8952008
"Pillado paak (mitte kasutada, vale veevärk)",340,,
Pinska Külalistemaja köögist,1492,58.3505861,25.5214138
Pirita Keskus,336,59.468223699999996,24.833470011838987
Pirita Lasteaed,336,59.47162765,24.840998700110518
Pirita Majandusgümnaasium,336,59.47043415,24.84162190492703
Pirita Pansionaat,306,59.46187105,24.881112779205154
Pirita Pesula,336,,
Pirita Pesumaja,336,,
Pirita SPA Hotel,336,59.465011,24.8237228736458
Pirita SPA Hotell (Purje 9),336,59.465011,24.8237228736458
Pirita Selver,336,59.462409949999994,24.828070455091485
Pirita paak,336,,
Pirita rand,336,59.4784139,24.835599066777576
Pirita-Kose Perearstikeskus,336,59.4578808,24.8625715
Pirita-Kose lasteaed,306,59.45803805,24.846437789454093
Pirosmani kohvik,1087,37.9847221,23.7237807
Pisisaare Algkool köök,407,,
Pisuhänna 3a,163,59.3994575,27.2846871
Piusa Ürgoru puhkekompleksi köök,851,57.7876867,27.3721177
Pivarootsi Õppe- ja Puhkekeskuse köök,1490,,
Pk 113  pumbamaja,162,13.0477998,80.25067798461137
Pk 115 pumbamaja,162,41.2337012,-74.9234565
Pk. 389 pumbamaja,656,42.6518819,-73.7660935
Pk. 712 pumbamaja,638,39.2480527,-76.61970895841941
Ploomikese lasteaed,276,,
Ploomipuu Vesi MTÜ pumpla,874,,
Poaka puurkaev 23968,866,,
Polesno Vesi OÜ  tsehhis,631,,
Polesno Vesi OÜ  veevärk,421,,
Polli Hooldekodu köögist,484,58.1237672,25.54312662146807
Pootsi pumplast väljuv vesi,2455,,
Porkuni Jahimaja,1738,59.197469999999996,26.16813699773757
Porkuni kooli köök,1152,,
Porkuni küla Käbikuivati puurkaevu pumpla,1928,59.18990275,26.197581078477285
Porkuni küla pumbajaam,1151,59.18990275,26.197581078477285
Posti 27a VTJ,1040,58.3655631,25.60554694935785
"Posti tee 14, Suksumetsa",1107,58.9817351,22.4696999
"Posti tn 1, Sonda alevik",1759,59.1720154,24.7533118
Postkontor,1155,59.3486521,26.3641478
Prangli saar VTJ peale II astme filtrit,1681,59.62761685,25.011903513671736
Prangli saare VTJ,1681,,
Prantsuse Lütseum,306,59.4310792,24.741484461191703
Priimurru 1,1278,59.439381600000004,24.89751320316742
Priimurru tn 2,1278,59.4396081,24.8969904
Priisle tee 8,306,59.4547796,24.8837762
Prillimäe VTJ,877,,
Prillimäe kauplus Sõpruse 2,877,,
Prillimäe lasteaed,877,,
Profilux,306,,
Profit Pluss OÜ kalatööstuse jääkonteiner,356,,
Profit Pluss OÜ kalatööstuse käitlemisruum,356,,
Projekt kodu majutuse kraan,1949,59.55404085,25.66379333385726
Proovivõtu koht nr 9,819,,
Proovivõtu kraan peale veetöötlust,284,,
Proovivõtukoht,819,,
Proovivõtukoht   nr. 6 (3.6),389,,
Proovivõtukoht  4.12,389,,
Proovivõtukoht  nr. 13,389,,
Proovivõtukoht 1.2,389,,
Proovivõtukoht 1.3,389,,
Proovivõtukoht 1.4,389,,
Proovivõtukoht 1.5,389,,
Proovivõtukoht 1.6,389,,
"Proovivõtukoht 2,7",389,,
Proovivõtukoht 2.11,389,,
Proovivõtukoht 2.6,389,,
Proovivõtukoht 2.8,389,,
Proovivõtukoht 2.9,389,,
Proovivõtukoht 3.3 (proovivõtukoht 3),389,,
Proovivõtukoht 3.4,389,,
Proovivõtukoht 3.5,389,,
Proovivõtukoht 3.7,389,,
Proovivõtukoht 3.8,389,,
Proovivõtukoht 3.9,389,,
Proovivõtukoht 4.11,389,,
Proovivõtukoht 4.13,389,,
Proovivõtukoht 4.14,389,,
Proovivõtukoht 4.15,389,,
Proovivõtukoht 4.5,389,,
Proovivõtukoht 5.1,389,,
Proovivõtukoht 5.2,389,,
Proovivõtukoht 5.3,389,,
Proovivõtukoht 5.5 (soolamise ruum),389,,
Proovivõtukoht 6.1,389,,
Proovivõtukoht 7.3,389,,
Proovivõtukoht 7.4,389,,
Proovivõtukoht 8.1,389,,
Proovivõtukoht 8.2,389,,
Proovivõtukoht 8.3,389,,
Proovivõtukoht nr. 1.7,389,,
Proovivõtukoht nr. 18,389,,
Proovivõtukoht nr. 2.12,389,,
Proovivõtukoht nr. 2.13,389,,
Proovivõtukoht nr. 2.17,389,,
Proovivõtukoht nr. 3,581,,
Proovivõtukoht nr. 3.1,389,,
Proovivõtukoht nr. 3.6,389,,
Proovivõtukoht nr. 4,389,,
Proovivõtukoht nr. 4.1,389,,
Proovivõtukoht nr. 4.10,389,,
Proovivõtukoht nr. 4.16,389,,
Proovivõtukoht nr. 4.17,389,,
Proovivõtukoht nr. 4.2,389,,
Proovivõtukoht nr. 4.20 (proovivõtukoht 20),389,,
Proovivõtukoht nr. 4.25,389,,
Proovivõtukoht nr. 4.6 (proovivõtukoht nr. 6),389,,
Proovivõtukoht nr. 5.4,389,,
Proovivõtukoht nr. 5.6,389,,
Proovivõtukoht nr. 5.7,389,,
Proovivõtukoht nr. 5.8,389,,
"Proovivõtukoht nr. 7,2",389,,
Proovivõtukoht nr. 8.2,389,,
Proovivõtukoht nr. 8.2 (proovibõtukoht nr. 7),389,,
Proovivõtukoht nr. 8.4,389,,
Proovivõtukraan peale hüdrofoori,935,,
Proovivõtukraan trassist peale rauaeraldussüsteemi  seadmeid,1390,,
Proovovõtukoht nr. 2.10,389,,
Pruuna mõisa hooldekodu köök,2205,,
Pruuna mõisa puurkaev,2205,,
Pudisoo küla eramaja,2191,59.52391595,25.58192688171146
Puhja Gümnaasiumi söökla,1042,,
Puhja Tankla,395,,
Puhja lasteaed,1042,58.334514,26.311433833333332
Puhke- ja spordikompleks,828,58.2870979,24.26374652259177
Puhkekeskus Priimalend,1301,,
Puhkekeskuse Suvi köögikraan,386,,
Puhkekeskuse Suvi veevärk,386,,
Puhkekeskuse baar,217,,
Puhkekeskuse köök,1119,,
Puhkekeskuse köök,1274,,
Puhkemaja Kimalane,1157,,
Puhkemaja köögikraan,238,,
Puhkemaja köök,1361,,
Puhkemaja köök,1629,,
Puhkemaja köök,1633,,
Puhkemaja köök,1639,,
Puhkemaja köök,1641,,
Puhkemaja köök,1653,,
Puhkemaja köök,1705,,
Puhkemaja köök,1707,,
Puhkemaja köök,1711,,
Puhkemaja köök,1712,,
Puhkemaja köök,1775,,
Puhkeruum nr 8,819,,
Puhkeskuse veetöötsus,217,,
Puhu-Risti söögimaja,379,58.6634841,25.9908207
Puiatu Lasteaia/Algkooli köögist,441,,
Puiga (Andsumäe) küla Puiga kool,517,57.7972394,27.0307601
Puise Nina Külalistemaja köök,1541,58.763107,23.4441991
Puka koolihoone veesisendi kraan,259,,
Puka lasteaed,259,,
"Puka puurkaev-pumbamaja, peale filtreid",259,,
"Pulga tee 15, Reiu",1108,58.319297,24.6189635
Pullapää puhkekeskus,1931,58.9413154,23.4555213
"Pulli kinnistu, Võhmanõmme küla",1473,,
Pulli küla Taali kooli pumpla väljuv vesi,1903,58.595846449999996,22.986962594615903
Pumbajaam peale filtrit,211,,
Pumbajaam peale veetöötlus filtrit,263,,
"Pumbajaam, peale veetöötlusfiltrit",362,,
Pumbamaja,271,59.1335871,26.2498673
Pumbamaja,837,59.1335871,26.2498673
Pumbamaja,1097,59.1335871,26.2498673
Pumbamaja,1924,59.1335871,26.2498673
Pumbamaja PK 11585 (Sillaku),1093,,
Pumbamaja PK 1425 Aiandi,1094,,
Pumbamaja PK 1492 Soopealne,1091,,
Pumbamaja PK 1493 Oru (Karjatee),1091,,
Pumbamaja PK 618 (Farmi),1090,,
Pumbamaja PK788 Koru tn. II,1092,,
Pumbamaja kraan peale filtrit,532,,
Pumbamaja peale filtrit,1341,,
"Pumbamaja, peale rauaeralduse seadet",199,,
"Pumbamaja, peale rauaeralduse seadet",337,,
"Pumbamaja, peale veetöötluse filtrit",380,,
"Pumbamaja, peale veetöötlusse filtrit",400,,
Pumbamajas,885,,
Pumbamajas veemahuti proovivõtukraan,885,,
Pumpla,940,58.346632299999996,22.084177199999996
Pumpla,1033,58.346632299999996,22.084177199999996
Pumpla,1245,58.346632299999996,22.084177199999996
Pumpla,1912,58.346632299999996,22.084177199999996
Pumpla,2106,58.346632299999996,22.084177199999996
Pumpla puurkaev 16927,2208,58.53181585,24.70732693655215
"Pumpla, II aste",1100,,
Pumplast peale filtrit,1328,,
Pumplast väljuv  kraan,389,,
Pumplast väljuv vesi,388,,
Pumplast väljuv vesi,553,,
Pumplast väljuv vesi,555,,
Pumplast väljuv vesi,755,,
Pumplast väljuv vesi,767,,
Pumplast väljuv vesi,1913,,
Pumplast väljuv vesi,1961,,
Pumplast väljuva vee kraan,756,,
Pumplast väljuva vee kraan,762,,
Punane Selver,306,59.435213000000005,24.84122193789797
Punkt 13 T1-106 F90 1. korrus kraan,819,51.1442024,6.8210716
Purku lasteaed,694,,
Purtse kauplus,697,59.412675500000006,27.0248335
Purtse puurkaev kat nr 2227 pumbajaam,697,,
Purtse-Liiva elumaja,1465,,
Purtse-Liiva piirkonna Uuendi VTJ,1465,,
Purtse-Liiva pumbamaja,1465,,
Puti veemaja,1906,,
Puuetega Laste Keskus Lootus MTÜ Salu Kool,1910,59.39999385,24.68294578909427
Puuetega Laste Tugikodu Päikesekiir,758,59.39999385,24.68294578909427
Puukaevu nr 9022 pumbamaja,594,,
Puulaiu matkamaja,1562,,
Puuna Öömaja,1777,59.2478176,23.8625938
Puurkaev,830,57.8512295,26.827899610294118
Puurkaev,1109,57.8512295,26.827899610294118
Puurkaev,1443,57.8512295,26.827899610294118
Puurkaev 1333 (reservis),1117,,
Puurkaev 16476,832,,
Puurkaev 16477,835,,
Puurkaev 20044 Jägala Golf,828,,
Puurkaev 20135,895,,
Puurkaev 2274,687,,
Puurkaev 749,825,,
Puurkaev 878 Loo keskuse PK 1,823,,
Puurkaev 879 Loo keskuse PK 2,823,,
Puurkaev 880  Loo keskuse,823,,
Puurkaev 891,824,,
Puurkaev 892,824,,
Puurkaev 939,1381,,
Puurkaev 964 Tellivere I PK,823,,
Puurkaev 968  Kostivere tee 9C,823,,
Puurkaev enne töötlust,1093,,
Puurkaev kat. nr 743,1031,,
Puurkaev kat. nr 745,1031,,
Puurkaev kat. nr 906,1028,,
Puurkaev kat. nr. 1138,826,,
Puurkaev kat.nr 939,1029,,
Puurkaev kat.nr. 11569 (nr.2),951,,
Puurkaev kat.nr. 11570 (nr.1),951,,
Puurkaev nr 2179,240,,
Puurkaev nr 923,1067,,
Puurkaev nr.5 Nõlva enne filtrit,289,,
Puurkaev-Pumpla (võrku juhitav),1177,,
Puurkaev-Pumpla (võrku juhitav),1178,,
Puurkaevu 2196 veekraan,630,,
Puurkaevu 2488 pumbajaam peale filtrit,611,,
Puurkaevu 50412(1) pumbamaja,1095,,
Puurkaevu 50551(2) pumbamaja,1095,58.450852600000005,26.468174522350992
Puurkaevu nr 2484 (nr 3),240,,
Puurkaevu pumbamaja,1134,,
Puurmani Mõisakool,318,,
Puurmani Mõisakooli Tõllakuur,318,,
Puurmani Pargi 23-13,318,58.5753598,26.2973468
"Puurmani alevik, lasteaia pumbamaja peale puhastusseadet",318,58.5737764,26.2878002
Puurmani lasteaed Siilipesa,318,58.575657899999996,26.28264187637206
Puurmani vallamaja,318,,
Pyynikin käsityöläispanimo Oy Eesti filiaali desokeskus,936,61.5028456,23.6460423
Pyynikin käsityöläispanimo Oy Eesti filiaali pumbajaam,936,61.5028456,23.6460423
Pyynikin käsityöläispanimo Oy Eesti filiaali tootmistsehh,936,61.5028456,23.6460423
Pyynikin käsityöläispanimo Oy Eesti filiaali villimisliin,936,61.5028456,23.6460423
Päevakeskus,247,58.2524418,22.4779849
Päevakeskus Käo,306,,
Pähkli ürgtareke,2086,,
Pähklimaja,1273,,
Päikesejänku lasteaed,172,59.425388350000006,24.75112326683741
Päikeseratta maja (lasteaed),1353,59.511194599999996,24.835891931206078
Päinurme VTJ (peale filtreid),680,,
Päinurme elamu,680,,
Pärast veepuhastusseadmeid,359,,
Pärast veepuhastusseadmeid,370,,
Pärast villimisliini,1947,,
Päri lasteaia köögist,493,,
Päri peale puhastusseadet,493,,
Pärispea pumpla 16660,1027,59.65133185,25.744552505774855
Pärivere 13 kortermaja,994,58.516931,24.566819186170214
Pärivere 7 kortermaja,994,58.515525,24.56672367368421
Pärivere pumplast väljuv vesi,994,,
Pärlselja Puhkekeskus,1449,,
"Pärna 10, Lavassaare",614,58.382439,26.740648999999998
"Pärna 12, Lavassaare",614,59.3065195,24.664579924418604
Pärna 40,163,58.2504595,22.4880675
"Pärna 5a, Pärnu",172,58.3798795,24.496159234790873
Pärnjõe kool,1318,58.6294111,24.92436719939903
Pärnjõe pumplast väljuv vesi,1318,,
Pärnu Kaupmees ladu,172,58.41021485,24.495498282140204
"Pärnu Koidula Gümnaasium, Metsa 21",172,58.4391573,24.6101309
"Pärnu mnt 23, Tori",733,59.3972865,24.7259934
Pärnu mnt 5-4,805,59.3972865,24.7259934
Pärnu tn,300,58.3870824,24.5020177
Pärnu-Jaagupi Gümnaasium,712,,
Pärsama Lasteaed - Hooldekodu köök,764,,
Pärsti Lasteaed,500,,
Pärsti tallide puhkeruum,500,,
"Pärsti, peale veepuhastusseadet",500,,
Pässa küla korterelamu,609,57.857073400000004,27.162590288392877
"Pässa pumbajaam, peale filtreid",609,,
Pääskula paak,341,,
Pääsküla BabyBack,341,,
Pääsküla paak,341,,
"Pääsukese 1, Avispea küla",2202,58.3580065,26.709960000000002
Pääsukese tee 18,1349,59.5501147,24.8004716
Põhja Spordihoone,306,,
Põhja Tooma puhkemaja köögi kontrollkraan peamajas,1907,58.970757750000004,22.911785649999995
Põhja allee 22,163,59.408412,27.2851467
Põhja pumbajaam,163,58.3533385,25.3785965
Põhja-Allee 22,163,59.4091263,27.289940324648132
Põhja-Eesti Regionaalhaigla Hiiu korpus,341,59.39848995,24.701510716178266
Põhja-Tallinna Sotsiaalkeskus,306,,
Põhja-eesti Vutifarmi tootmisruum,2445,,
"Põhjakeskus, Tõrremäe küla",871,59.3641909,26.340072689580687
Põhjasadam,1038,59.3527955,24.04740084947405
Põldosja tee 31,874,59.4694521,24.9523288
Põldosja tee 7,874,59.4694521,24.9523288
Põlgaste Lasteaed,503,,
Põlgaste Põlva Tarbijate Ühistu kauplus,503,57.96345115,26.886235906802767
Põllu 1 - 7,979,59.3846573,24.687437752388114
Põllu 10 hoone veetorustik,758,59.1891155,25.164081
Põllu 1a,276,58.99906545,24.790727564498667
Põllu tn,163,13.0999551,80.2642083
Põllu tn 20,860,13.0999551,80.2642083
Põllu tn.9 veetöötlusjaam,654,13.0999551,80.2642083
Põllu tänav,1019,58.5766595,23.5374045
"Põltsamaa Apteek, Lossi 9",277,58.65340535,25.97852852739119
Põltsamaa E-Piim veevärk,442,,
Põltsamaa Hooldekodu Tiigi kinnistu,277,,
"Põltsamaa Kingu Kodu, Tartu mnt 5a",277,58.6527036,25.9868476
"Põltsamaa Kodu, Viljandi mnt",277,,
"Põltsamaa Lembitu tn 3 pumbamaja, peale veetöötlust",277,58.6641263,25.9717166
"Põltsamaa Varahalduse OÜ kontor,Pärna tn",277,,
Põltsamaa linn Kalda 2-1,277,58.6548999,25.9791
"Põltsamaa linn Kuperjanovi tn 6, ""Losspagar"", Kuperjanovi tn 7",277,58.6548999,25.9791
Põltsamaa linn Kuperjanovi tn 7puhastusjaam sissevool,277,58.6548999,25.9791
Põltsamaa linn Lasteaed Mari,277,58.6548999,25.9791
Põltsamaa linn Lasteaed Tõruke,277,58.6548999,25.9791
"Põltsamaa linn Lühikese tn pumbamaja, peale rauaärastust",277,58.6548999,25.9791
Põltsamaa linn Pajusi mnt 8-10,277,58.6548999,25.9791
Põltsamaa linn Pika tn ja Viljandi mnt ristmiku hüdrant,277,58.6548999,25.9791
Põltsamaa linn Rüütli pood Lossi 11,277,58.6548999,25.9791
Põltsamaa linn Õuna-Pärna tn hüdrant,277,58.6548999,25.9791
"Põltsamaa linn, Aia tn hüdrant Spordihoone juures",277,58.6548999,25.9791
Põltsamaa linna Kultuurikeskus,277,,
"Põltsamaa saun-ujula, sissevool",277,,
"Põltsamaa valla lasteaed Adavere õppekoht, Kooli 1",870,58.660462550000005,25.979409573067997
"Põltsamaa valla lasteaed Aidu õppekoht, Kooli tee 7, Vägari küla",405,58.660462550000005,25.979409573067997
"Põltsamaa valla lasteaed Esku õppekoht, Kooli tee 2",411,58.660462550000005,25.979409573067997
"Põltsamaa valla lasteaed Lustivere õppekoht, Kooli tee 6",412,58.660462550000005,25.979409573067997
"Põltsamaa Ühisgümnaasium, Veski tn 5",277,58.6559236,25.9742478
"Põltsamaa Ühisgümnaasiumi algklasside maja, Lille 2",277,,
Põlula kooli köök,1220,,
Põlva Haigla,384,58.0549109,27.0481332
Põlva Lasteaed Mesimumm,384,58.05414195,27.04320747356129
Põlva Ostumarket,384,58.06683975,27.092482856893216
Põlva Põhikool,384,58.237010600000005,27.469648844459453
Põlva reoveepuhasti köök,384,,
Põlva veetöötlusjaam,384,,
Põnka puhketalu,1595,,
Pühajärve Puhkekodu jõusaal,192,,
Pühajärve Puhkekodu köök,192,,
Pühajärve Põhikool,219,,
Pühajärve tee 22,197,58.0550173,26.4920376
Pühalepa Vallamaja (Tempa),1275,58.931574499999996,22.92112402727273
Pürksi VTJ,926,,
Püssi VTJ,752,,
Püssi lasteaed Marjake,752,,
Püünsi Kool,1353,59.5462061,24.805771640030073
Püünsi kool/lasteaed,1353,,
RIMI Juhkentali,306,59.42754855,24.770052559112745
RMK Ojaäärse loodusmaja köök,1739,59.50795855,25.97210533062985
Raadi lapsehoid,276,,
"Raadiku 3, tänavakraan",1348,59.4417172,24.87976431068796
Raadiku tee 6,1348,59.3808697,25.3581284
Raasiku Elekter AS,901,59.37079975,25.14596782656569
Raasiku Lasteaed Oravake,900,59.368538,25.184047300182662
Raasiku Põhikool,900,59.36910545,25.186673756792587
Raasiku alevik,900,59.3672478,25.1756628
Raatuse kaubamaja,276,,
Raba paak,341,,
Raba tootmisbaas,172,,
Rabaküla pumplast väljuv vesi,718,,
Rabaküla vana koolimaja,718,58.2595024,24.6711798
Rae küla elamu,1343,58.701085500000005,25.288121475051256
Rae puhkemaja,976,,
Raeküla kooli söökla,172,,
Rahinge Lihatööstus,375,,
"Rahinge küla, elamu Ilmatsalu tee 47-1",363,58.3823985,26.6204579
Rahinge lüpsifarm,375,,
Rahkla küla veevärk,1364,59.11765865,26.527807603337095
Rahkla puurkaevu pumbamaja,1364,,
Rahu 32,421,59.3905849,28.1677374
Rahu põik 10 hoone veetorustik,421,59.3913482,28.1760608
Rahu tn 2,190,10.962122,79.4275177
Raikküla PJ asulasse,690,,
Raikküla PK,690,,
Raikküla kool,690,58.934141100000005,24.758452262770327
Raja Kultuurimaja,1609,,
Raja põik 1,1232,58.8798662,25.538141
Raja tänav,1018,58.824067,26.945092745454545
Rajaküla küla veevärk,663,59.118886,26.584271396955504
Rakke Apteek,1287,,
Rakke Grossi pood,1287,58.990254,26.235304385241456
